reading_id,farm_id,sensor_type,reading_value,reading_ts
READ_00832,FARM_002,SoilMoisture,44.25,13/09/2023 09:36
READ_00833,FARM_001,Temperature,30.5,09/01/2023 08:23
READ_00834,FARM_008,SoilMoisture,19.04,09/02/2023 23:32
READ_00835,FARM_012,SoilMoisture,50.72,16/02/2023 00:25
READ_00836,FARM_001,SoilMoisture,11.44,21/02/2023 10:14
READ_00837,FARM_009,SoilMoisture,28.17,02/04/2023 12:41
READ_00838,FARM_002,Temperature,33.57,28/02/2023 13:56
READ_00839,FARM_017,SoilMoisture,58.51,23/05/2023 10:09
READ_00840,FARM_003,SoilMoisture,11.18,03/02/2023 13:22
READ_00841,FARM_010,Temperature,63.67,10/09/2023 01:10
READ_00842,FARM_008,SoilMoisture,71.07,12/08/2023 03:06
READ_00843,FARM_007,Temperature,29.43,14/05/2023 15:40
READ_00844,FARM_009,SoilMoisture,6.62,07/02/2023 07:40
READ_00845,FARM_001,SoilMoisture,76.08,16/02/2023 13:29
READ_00846,FARM_010,Temperature,71.31,21/09/2023 09:32
READ_00847,FARM_006,Temperature,27.41,22/05/2023 23:17
READ_00848,FARM_019,SoilMoisture,9.3,21/05/2023 23:50
READ_00849,FARM_006,SoilMoisture,18.74,12/07/2023 02:39
READ_00850,FARM_016,Temperature,72.04,08/05/2023 21:42
READ_00851,FARM_004,SoilMoisture,27.45,02/07/2023 22:10
READ_00852,FARM_017,Temperature,76.42,15/05/2023 13:23
READ_00853,FARM_009,SoilMoisture,73.81,10/02/2023 09:12
READ_00854,FARM_009,SoilMoisture,73.02,23/08/2023 07:56
READ_00855,FARM_018,SoilMoisture,17.03,30/09/2023 18:30
READ_00856,FARM_011,Temperature,6.78,10/05/2023 03:25
READ_00857,FARM_009,SoilMoisture,39.29,08/07/2023 07:16
READ_00858,FARM_001,Temperature,22.77,04/06/2023 06:14
READ_00859,FARM_004,SoilMoisture,66.42,14/06/2023 05:31
READ_00860,FARM_016,SoilMoisture,73.51,15/01/2023 19:12
READ_00861,FARM_018,Temperature,30.54,10/08/2023 10:10
READ_00862,FARM_003,SoilMoisture,76.44,23/04/2023 11:09
READ_00863,FARM_004,Temperature,20.35,15/05/2023 03:16
READ_00864,FARM_008,SoilMoisture,11.36,16/04/2023 21:48
READ_00865,FARM_004,Temperature,7.73,10/04/2023 12:59
READ_00866,FARM_008,SoilMoisture,20.42,19/06/2023 18:01
READ_00867,FARM_011,SoilMoisture,44.24,02/03/2023 14:13
READ_00868,FARM_015,Temperature,18.45,17/03/2023 02:40
READ_00869,FARM_013,SoilMoisture,20.05,14/05/2023 23:12
READ_00870,FARM_008,SoilMoisture,6.67,31/05/2023 10:34
READ_00871,FARM_011,SoilMoisture,14.73,28/08/2023 12:33
READ_00872,FARM_015,SoilMoisture,71.76,08/06/2023 19:55
READ_00873,FARM_013,SoilMoisture,16.07,01/09/2023 09:54
READ_00874,FARM_004,SoilMoisture,50.59,03/08/2023 00:21
READ_00875,FARM_016,SoilMoisture,27.22,07/05/2023 12:49
READ_00876,FARM_007,Temperature,74.48,13/04/2023 00:43
READ_00877,FARM_017,SoilMoisture,53.3,01/09/2023 16:34
READ_00878,FARM_009,Temperature,48.56,27/03/2023 21:38
READ_00879,FARM_009,SoilMoisture,58.59,18/02/2023 16:42
READ_00880,FARM_010,Temperature,40.46,05/01/2023 21:30
READ_00881,FARM_009,Temperature,46.7,12/03/2023 07:34
READ_00882,FARM_020,Temperature,22.12,08/02/2023 19:21
READ_00883,FARM_008,SoilMoisture,76.64,27/04/2023 21:20
READ_00884,FARM_003,Temperature,49.22,29/01/2023 05:41
READ_00885,FARM_017,Temperature,50.79,23/03/2023 03:22
READ_00886,FARM_005,SoilMoisture,6.8,20/06/2023 02:23
READ_00887,FARM_009,SoilMoisture,44.41,01/06/2023 13:37
READ_00888,FARM_006,SoilMoisture,31.56,08/02/2023 18:51
READ_00889,FARM_010,SoilMoisture,11.47,08/04/2023 22:00
READ_00890,FARM_009,SoilMoisture,53.95,05/09/2023 21:00
READ_00891,FARM_008,SoilMoisture,5.83,22/04/2023 16:43
READ_00892,FARM_010,SoilMoisture,35.4,28/08/2023 08:09
READ_00893,FARM_002,Temperature,60.04,06/10/2023 16:40
READ_00894,FARM_008,Temperature,15.26,23/01/2023 22:11
READ_00895,FARM_012,Temperature,10.54,10/04/2023 15:18
READ_00896,FARM_018,SoilMoisture,48.28,25/05/2023 19:17
READ_00897,FARM_004,SoilMoisture,44.07,01/09/2023 23:22
READ_00898,FARM_002,Temperature,75.2,01/07/2023 12:38
READ_00899,FARM_005,SoilMoisture,47.83,11/04/2023 10:11
READ_00900,FARM_011,Temperature,61.62,23/03/2023 06:02
READ_00901,FARM_001,Temperature,53.7,19/05/2023 09:58
READ_00902,FARM_020,SoilMoisture,10.09,18/10/2023 22:22
READ_00903,FARM_005,Temperature,58.21,21/05/2023 05:22
READ_00904,FARM_015,SoilMoisture,38.77,05/09/2023 22:56
READ_00905,FARM_013,SoilMoisture,13.66,02/02/2023 14:16
READ_00906,FARM_015,Temperature,31.68,21/05/2023 21:44
READ_00907,FARM_019,Temperature,55.9,03/05/2023 17:07
READ_00908,FARM_006,Temperature,36.18,17/01/2023 08:39
READ_00909,FARM_001,Temperature,16.46,19/05/2023 12:00
READ_00910,FARM_020,SoilMoisture,46.53,30/08/2023 23:10
READ_00911,FARM_012,Temperature,23.63,15/05/2023 16:15
READ_00912,FARM_003,Temperature,26.44,19/03/2023 07:16
READ_00913,FARM_010,Temperature,5.51,12/06/2023 19:19
READ_00914,FARM_011,Temperature,27.27,02/02/2023 13:30
READ_00915,FARM_012,SoilMoisture,47.06,27/06/2023 00:51
READ_00916,FARM_011,Temperature,68.13,14/05/2023 15:39
READ_00917,FARM_007,Temperature,54.94,31/05/2023 18:19
READ_00918,FARM_008,SoilMoisture,70.99,27/10/2023 16:12
READ_00919,FARM_008,SoilMoisture,42.47,06/01/2023 16:13
READ_00920,FARM_015,Temperature,69.72,13/02/2023 19:13
READ_00921,FARM_017,Temperature,52.96,23/10/2023 18:40
READ_00922,FARM_010,Temperature,79.87,06/08/2023 11:27
READ_00923,FARM_002,SoilMoisture,79,19/06/2023 10:20
READ_00924,FARM_001,Temperature,43.07,16/01/2023 20:28
READ_00925,FARM_010,SoilMoisture,17.16,26/06/2023 10:56
READ_00926,FARM_001,Temperature,60.3,09/06/2023 12:21
READ_00927,FARM_007,Temperature,38.09,19/04/2023 23:57
READ_00928,FARM_014,SoilMoisture,10.51,12/10/2023 04:03
READ_00929,FARM_005,SoilMoisture,49.19,03/07/2023 19:26
READ_00930,FARM_008,SoilMoisture,75.55,03/06/2023 03:06
READ_00931,FARM_003,Temperature,42.09,08/04/2023 15:22
READ_00932,FARM_020,Temperature,44.45,17/01/2023 23:26
READ_00933,FARM_005,Temperature,63.69,25/10/2023 00:13
READ_00934,FARM_018,SoilMoisture,25.76,09/02/2023 16:28
READ_00935,FARM_015,SoilMoisture,56.27,28/02/2023 18:45
READ_00936,FARM_020,SoilMoisture,40.92,22/06/2023 10:46
READ_00937,FARM_018,Temperature,70.5,23/09/2023 08:03
READ_00938,FARM_009,SoilMoisture,39.05,27/06/2023 14:33
READ_00939,FARM_019,Temperature,52.29,04/07/2023 12:56
READ_00940,FARM_012,Temperature,22.99,03/01/2023 04:50
READ_00941,FARM_019,SoilMoisture,74.83,28/05/2023 00:40
READ_00942,FARM_005,Temperature,9.62,13/09/2023 16:38
READ_00943,FARM_019,SoilMoisture,14.51,18/10/2023 19:59
READ_00944,FARM_005,Temperature,79.71,20/01/2023 18:25
READ_00945,FARM_010,SoilMoisture,56.42,02/06/2023 00:57
READ_00946,FARM_008,Temperature,19.69,10/04/2023 01:01
READ_00947,FARM_017,SoilMoisture,33.01,02/02/2023 08:39
READ_00948,FARM_014,Temperature,34.11,21/07/2023 06:01
READ_00949,FARM_007,SoilMoisture,8.97,24/01/2023 22:47
READ_00950,FARM_011,Temperature,24.06,26/02/2023 02:30
READ_00951,FARM_014,Temperature,16.35,09/08/2023 16:49
READ_00952,FARM_001,Temperature,36.65,08/03/2023 20:47
READ_00953,FARM_019,SoilMoisture,53.07,03/10/2023 23:08
READ_00954,FARM_011,SoilMoisture,55.43,02/08/2023 17:42
READ_00955,FARM_012,SoilMoisture,21.06,02/06/2023 21:00
READ_00956,FARM_017,SoilMoisture,71.17,02/06/2023 12:04
READ_00957,FARM_015,Temperature,66.74,06/05/2023 15:30
READ_00958,FARM_015,Temperature,65.75,30/04/2023 15:19
READ_00959,FARM_011,SoilMoisture,68.84,06/04/2023 17:52
READ_00960,FARM_018,SoilMoisture,41.96,10/05/2023 22:16
READ_00961,FARM_018,SoilMoisture,53.11,10/02/2023 10:37
READ_00962,FARM_015,Temperature,47.93,17/05/2023 14:39
READ_00963,FARM_007,Temperature,21.48,25/05/2023 13:06
READ_00964,FARM_008,Temperature,21.77,29/06/2023 07:42
READ_00965,FARM_002,SoilMoisture,5.38,17/02/2023 12:47
READ_00966,FARM_010,Temperature,17.09,03/06/2023 23:57
READ_00967,FARM_009,Temperature,33.47,01/03/2023 04:13
READ_00968,FARM_010,SoilMoisture,64.17,18/03/2023 06:07
READ_00969,FARM_009,SoilMoisture,67.49,23/05/2023 06:36
READ_00970,FARM_019,SoilMoisture,33.52,19/04/2023 17:26
READ_00971,FARM_009,SoilMoisture,73.83,29/03/2023 00:30
READ_00972,FARM_020,Temperature,24.26,11/02/2023 14:33
READ_00973,FARM_005,Temperature,52.72,09/09/2023 21:13
READ_00974,FARM_011,SoilMoisture,36.66,20/07/2023 15:30
READ_00975,FARM_014,Temperature,9.76,01/08/2023 18:37
READ_00976,FARM_003,SoilMoisture,23,02/01/2023 04:19
READ_00977,FARM_009,SoilMoisture,75.23,20/04/2023 11:14
READ_00978,FARM_019,SoilMoisture,64.79,07/02/2023 10:40
READ_00979,FARM_008,Temperature,28.95,11/08/2023 03:59
READ_00980,FARM_020,SoilMoisture,5.99,24/05/2023 02:27
READ_00981,FARM_020,SoilMoisture,12.66,29/01/2023 06:30
READ_00982,FARM_019,Temperature,59.06,15/06/2023 16:14
READ_00983,FARM_009,Temperature,72.39,19/07/2023 14:58
READ_00984,FARM_003,SoilMoisture,35.51,31/07/2023 17:32
READ_00985,FARM_008,Temperature,31.07,16/09/2023 23:11
READ_00986,FARM_003,Temperature,7.8,05/03/2023 16:06
READ_00987,FARM_009,Temperature,46.67,23/07/2023 09:57
READ_00988,FARM_011,SoilMoisture,22.36,12/10/2023 06:52
READ_00989,FARM_004,Temperature,56.89,12/09/2023 02:05
READ_00990,FARM_007,SoilMoisture,55.07,27/06/2023 01:48
READ_00991,FARM_020,SoilMoisture,57.25,07/05/2023 16:17
READ_00992,FARM_006,SoilMoisture,32.31,28/01/2023 03:47
READ_00993,FARM_020,SoilMoisture,20.42,28/10/2023 16:19
READ_00994,FARM_006,Temperature,60.69,24/08/2023 20:26
READ_00995,FARM_018,SoilMoisture,62.39,14/04/2023 16:01
READ_00996,FARM_005,SoilMoisture,43.04,27/02/2023 23:22
READ_00997,FARM_017,Temperature,39.21,26/04/2023 12:35
READ_00998,FARM_005,Temperature,57.44,22/08/2023 18:04
READ_00999,FARM_020,Temperature,52.18,05/05/2023 16:25
READ_01000,FARM_018,Temperature,5.29,05/08/2023 09:43
READ_01001,FARM_017,SoilMoisture,55.56,22/02/2023 00:06
READ_01002,FARM_013,Temperature,35.52,02/03/2023 15:03
READ_01003,FARM_008,Temperature,13.93,28/07/2023 10:51
READ_01004,FARM_010,SoilMoisture,38.51,24/06/2023 19:25
READ_01005,FARM_016,Temperature,57.42,01/03/2023 02:52
READ_01006,FARM_003,SoilMoisture,59.7,29/06/2023 17:35
READ_01007,FARM_003,Temperature,58.12,06/07/2023 20:20
READ_01008,FARM_002,Temperature,51.36,31/05/2023 15:59
READ_01009,FARM_018,Temperature,65.98,05/02/2023 09:36
READ_01010,FARM_009,SoilMoisture,39.02,08/06/2023 21:54
READ_01011,FARM_001,SoilMoisture,60.58,14/09/2023 15:54
READ_01012,FARM_013,SoilMoisture,73.57,27/09/2023 03:38
READ_01013,FARM_004,Temperature,68.46,01/05/2023 01:54
READ_01014,FARM_019,SoilMoisture,39.82,26/02/2023 16:51
READ_01015,FARM_009,Temperature,24.82,24/01/2023 11:09
READ_01016,FARM_017,Temperature,58.21,01/10/2023 01:10
READ_01017,FARM_012,SoilMoisture,70.37,11/10/2023 23:21
READ_01018,FARM_008,Temperature,41.4,12/02/2023 08:19
READ_01019,FARM_020,Temperature,32.49,21/10/2023 11:31
READ_01020,FARM_011,Temperature,19.03,11/10/2023 13:40
READ_01021,FARM_017,SoilMoisture,41.37,01/01/2023 15:01
READ_01022,FARM_009,SoilMoisture,55.28,19/05/2023 16:34
READ_01023,FARM_001,Temperature,74.22,27/02/2023 09:00
READ_01024,FARM_008,Temperature,30.6,24/02/2023 02:10
READ_01025,FARM_015,Temperature,23.36,30/08/2023 00:02
READ_01026,FARM_014,Temperature,32.79,27/07/2023 14:05
READ_01027,FARM_017,SoilMoisture,55.72,18/01/2023 08:33
READ_01028,FARM_004,SoilMoisture,68.98,07/05/2023 17:09
READ_01029,FARM_013,SoilMoisture,5.43,31/07/2023 02:41
READ_01030,FARM_010,SoilMoisture,59.1,09/09/2023 07:48
READ_01031,FARM_011,Temperature,59.23,07/04/2023 06:51
READ_01032,FARM_012,Temperature,51.17,25/08/2023 11:39
READ_01033,FARM_009,SoilMoisture,70.13,21/08/2023 15:02
READ_01034,FARM_019,Temperature,7.72,10/06/2023 11:49
READ_01035,FARM_001,Temperature,28.84,05/01/2023 08:32
READ_01036,FARM_020,SoilMoisture,10.03,09/02/2023 13:34
READ_01037,FARM_013,SoilMoisture,5.5,03/08/2023 11:35
READ_01038,FARM_012,Temperature,48.35,08/03/2023 08:39
READ_01039,FARM_016,SoilMoisture,18.3,28/10/2023 01:52
READ_01040,FARM_020,Temperature,71.69,27/04/2023 03:30
READ_01041,FARM_004,SoilMoisture,42.79,10/06/2023 10:03
READ_01042,FARM_013,SoilMoisture,76.16,24/01/2023 23:08
READ_01043,FARM_014,SoilMoisture,60.32,09/02/2023 06:50
READ_01044,FARM_011,SoilMoisture,30.52,04/06/2023 23:53
READ_01045,FARM_004,SoilMoisture,72.4,19/08/2023 17:12
READ_01046,FARM_004,Temperature,73,13/10/2023 17:01
READ_01047,FARM_002,Temperature,78.99,15/02/2023 17:18
READ_01048,FARM_010,SoilMoisture,18.38,06/01/2023 09:28
READ_01049,FARM_010,Temperature,60.67,18/03/2023 00:37
READ_01050,FARM_003,Temperature,39.14,07/07/2023 21:59
READ_01051,FARM_020,SoilMoisture,19.52,28/03/2023 15:43
READ_01052,FARM_001,SoilMoisture,36.02,03/03/2023 03:47
READ_01053,FARM_007,SoilMoisture,51.08,26/07/2023 19:03
READ_01054,FARM_015,Temperature,56,08/10/2023 19:38
READ_01055,FARM_012,SoilMoisture,50.59,19/02/2023 05:27
READ_01056,FARM_011,Temperature,24.92,26/06/2023 15:48
READ_01057,FARM_012,SoilMoisture,76.22,30/01/2023 19:17
READ_01058,FARM_001,SoilMoisture,35.79,09/03/2023 18:27
READ_01059,FARM_002,Temperature,24.11,27/06/2023 00:31
READ_01060,FARM_019,Temperature,54.67,25/01/2023 18:00
READ_01061,FARM_006,SoilMoisture,28.07,02/08/2023 02:48
READ_01062,FARM_010,SoilMoisture,27.33,18/07/2023 10:14
READ_01063,FARM_016,Temperature,20.28,14/07/2023 12:55
READ_01064,FARM_003,SoilMoisture,65.24,01/07/2023 14:13
READ_01065,FARM_019,SoilMoisture,23.51,14/05/2023 07:37
READ_01066,FARM_017,Temperature,19.06,21/08/2023 07:51
READ_01067,FARM_018,Temperature,48.49,23/10/2023 07:43
READ_01068,FARM_011,Temperature,79.55,20/04/2023 21:44
READ_01069,FARM_019,SoilMoisture,54.95,02/07/2023 13:15
READ_01070,FARM_002,SoilMoisture,69.8,21/03/2023 18:55
READ_01071,FARM_005,Temperature,48.4,07/03/2023 02:54
READ_01072,FARM_020,Temperature,31.45,16/01/2023 05:51
READ_01073,FARM_013,Temperature,56.01,26/10/2023 07:00
READ_01074,FARM_008,Temperature,41.53,08/05/2023 01:26
READ_01075,FARM_007,Temperature,26.22,05/10/2023 01:28
READ_01076,FARM_005,SoilMoisture,65.09,01/02/2023 21:53
READ_01077,FARM_013,Temperature,16.27,14/01/2023 23:58
READ_01078,FARM_018,Temperature,38.43,06/03/2023 18:27
READ_01079,FARM_007,SoilMoisture,34.19,30/03/2023 01:55
READ_01080,FARM_020,SoilMoisture,63.67,17/10/2023 22:39
READ_01081,FARM_012,SoilMoisture,46.34,07/05/2023 18:57
READ_01082,FARM_019,Temperature,13.95,03/10/2023 06:22
READ_01083,FARM_002,SoilMoisture,53.43,31/08/2023 09:35
READ_01084,FARM_001,Temperature,46.05,13/06/2023 21:16
READ_01085,FARM_012,Temperature,8.1,01/04/2023 21:15
READ_01086,FARM_016,SoilMoisture,45.9,26/02/2023 21:39
READ_01087,FARM_007,Temperature,47.28,31/03/2023 14:57
READ_01088,FARM_018,Temperature,38.16,07/04/2023 18:46
READ_01089,FARM_007,Temperature,25.17,19/07/2023 05:53
READ_01090,FARM_002,Temperature,31.99,13/01/2023 13:27
READ_01091,FARM_009,Temperature,62.5,18/09/2023 05:45
READ_01092,FARM_013,Temperature,78.43,07/05/2023 23:30
READ_01093,FARM_002,Temperature,24.7,27/09/2023 15:09
READ_01094,FARM_014,Temperature,17.23,04/09/2023 16:42
READ_01095,FARM_014,SoilMoisture,62.9,28/03/2023 17:56
READ_01096,FARM_003,SoilMoisture,20.06,04/01/2023 01:29
READ_01097,FARM_003,Temperature,73.92,21/05/2023 11:19
READ_01098,FARM_014,SoilMoisture,59.08,01/04/2023 06:55
READ_01099,FARM_015,SoilMoisture,39.56,02/07/2023 09:49
READ_01100,FARM_018,Temperature,37.11,16/09/2023 11:06
READ_01101,FARM_011,SoilMoisture,46.9,15/05/2023 04:12
READ_01102,FARM_010,Temperature,39.8,15/03/2023 09:24
READ_01103,FARM_001,Temperature,63.44,06/06/2023 10:22
READ_01104,FARM_011,SoilMoisture,67.83,05/04/2023 19:53
READ_01105,FARM_001,SoilMoisture,76.89,20/10/2023 07:41
READ_01106,FARM_015,Temperature,32.66,01/02/2023 08:24
READ_01107,FARM_015,Temperature,16.68,19/04/2023 18:27
READ_01108,FARM_004,SoilMoisture,52.32,16/04/2023 15:18
READ_01109,FARM_019,SoilMoisture,49.18,09/04/2023 14:55
READ_01110,FARM_010,Temperature,22.19,21/02/2023 01:21
READ_01111,FARM_018,Temperature,7.09,03/08/2023 13:26
READ_01112,FARM_011,SoilMoisture,11.67,30/06/2023 03:13
READ_01113,FARM_015,SoilMoisture,76.47,19/07/2023 04:59
READ_01114,FARM_004,SoilMoisture,31.86,08/10/2023 16:29
READ_01115,FARM_011,SoilMoisture,41.3,03/02/2023 12:10
READ_01116,FARM_002,SoilMoisture,49.2,14/08/2023 15:10
READ_01117,FARM_006,SoilMoisture,55.55,02/10/2023 10:07
READ_01118,FARM_008,SoilMoisture,9.73,02/02/2023 13:27
READ_01119,FARM_016,SoilMoisture,9.96,16/06/2023 15:25
READ_01120,FARM_017,Temperature,53.52,01/01/2023 09:05
READ_01121,FARM_012,Temperature,25.32,12/06/2023 12:26
READ_01122,FARM_011,SoilMoisture,57.38,07/04/2023 17:52
READ_01123,FARM_004,SoilMoisture,15.69,30/06/2023 04:07
READ_01124,FARM_017,SoilMoisture,21.29,02/06/2023 20:21
READ_01125,FARM_001,SoilMoisture,74.02,10/01/2023 22:37
READ_01126,FARM_004,Temperature,58.41,24/08/2023 06:16
READ_01127,FARM_003,SoilMoisture,50.15,27/09/2023 03:53
READ_01128,FARM_015,SoilMoisture,75.26,26/04/2023 06:43
READ_01129,FARM_001,SoilMoisture,26.67,22/07/2023 11:33
READ_01130,FARM_002,SoilMoisture,60.58,31/01/2023 08:20
READ_01131,FARM_003,Temperature,32.4,11/07/2023 14:30
READ_01132,FARM_014,Temperature,17.42,20/05/2023 20:07
READ_01133,FARM_013,Temperature,22.86,05/06/2023 22:37
READ_01134,FARM_006,SoilMoisture,17.97,04/08/2023 07:17
READ_01135,FARM_001,SoilMoisture,25.27,26/06/2023 08:14
READ_01136,FARM_013,Temperature,74.58,14/04/2023 16:45
READ_01137,FARM_002,SoilMoisture,46.35,02/01/2023 14:46
READ_01138,FARM_016,SoilMoisture,28.54,09/01/2023 01:58
READ_01139,FARM_004,Temperature,73.18,25/09/2023 06:10
READ_01140,FARM_003,SoilMoisture,71.96,12/06/2023 20:47
READ_01141,FARM_012,SoilMoisture,9.26,23/08/2023 19:24
READ_01142,FARM_020,SoilMoisture,25.29,09/08/2023 02:17
READ_01143,FARM_011,Temperature,33.47,06/10/2023 01:43
READ_01144,FARM_005,Temperature,77.01,07/02/2023 02:55
READ_01145,FARM_016,SoilMoisture,48.93,23/03/2023 09:39
READ_01146,FARM_010,Temperature,50.43,20/08/2023 03:42
READ_01147,FARM_004,Temperature,60.52,23/08/2023 04:29
READ_01148,FARM_020,Temperature,41.51,15/02/2023 08:56
READ_01149,FARM_004,Temperature,17.65,25/05/2023 02:51
READ_01150,FARM_016,SoilMoisture,68.63,09/06/2023 06:54
READ_01151,FARM_003,Temperature,70.52,21/09/2023 09:40
READ_01152,FARM_011,SoilMoisture,32.14,31/05/2023 00:13
READ_01153,FARM_009,SoilMoisture,13.23,14/02/2023 17:08
READ_01154,FARM_016,Temperature,72.27,18/09/2023 18:34
READ_01155,FARM_005,Temperature,35.65,11/03/2023 08:40
READ_01156,FARM_014,SoilMoisture,56.71,17/04/2023 07:13
READ_01157,FARM_012,SoilMoisture,27.56,16/01/2023 04:42
READ_01158,FARM_004,SoilMoisture,46.95,13/09/2023 03:28
READ_01159,FARM_011,Temperature,26.05,19/03/2023 10:42
READ_01160,FARM_008,Temperature,71.19,10/09/2023 16:44
READ_01161,FARM_014,SoilMoisture,78.21,24/09/2023 04:41
READ_01162,FARM_002,Temperature,18.35,22/03/2023 17:29
READ_01163,FARM_020,SoilMoisture,29.65,03/08/2023 05:57
READ_01164,FARM_001,SoilMoisture,11.4,15/03/2023 18:15
READ_01165,FARM_002,SoilMoisture,6.83,22/07/2023 23:21
READ_01166,FARM_018,Temperature,75.51,24/10/2023 23:13
READ_01167,FARM_019,Temperature,28.12,01/10/2023 01:48
READ_01168,FARM_002,Temperature,5.34,21/05/2023 03:48
READ_01169,FARM_016,SoilMoisture,68.63,07/08/2023 13:53
READ_01170,FARM_015,Temperature,61.18,23/10/2023 22:16
READ_01171,FARM_017,Temperature,12.76,12/03/2023 23:13
READ_01172,FARM_010,SoilMoisture,34.82,16/05/2023 05:15
READ_01173,FARM_010,Temperature,7.32,07/01/2023 02:06
READ_01174,FARM_016,SoilMoisture,63.98,19/02/2023 23:23
READ_01175,FARM_020,SoilMoisture,51.5,04/05/2023 16:11
READ_01176,FARM_016,Temperature,14.49,09/04/2023 00:19
READ_01177,FARM_014,SoilMoisture,20.34,09/02/2023 08:32
READ_01178,FARM_001,Temperature,53.02,01/10/2023 18:44
READ_01179,FARM_005,Temperature,15.98,26/09/2023 21:29
READ_01180,FARM_002,Temperature,54.53,15/02/2023 17:32
READ_01181,FARM_017,SoilMoisture,41.73,19/02/2023 16:59
READ_01182,FARM_003,SoilMoisture,70.74,25/09/2023 20:34
READ_01183,FARM_005,Temperature,25.41,30/01/2023 16:00
READ_01184,FARM_014,Temperature,65.13,21/09/2023 05:17
READ_01185,FARM_009,SoilMoisture,29.54,18/01/2023 16:53
READ_01186,FARM_006,SoilMoisture,51.44,17/06/2023 18:34
READ_01187,FARM_005,SoilMoisture,64.45,10/05/2023 18:57
READ_01188,FARM_004,SoilMoisture,23.53,01/07/2023 03:50
READ_01189,FARM_007,Temperature,28.75,24/09/2023 12:43
READ_01190,FARM_011,Temperature,53.45,24/01/2023 13:16
READ_01191,FARM_012,SoilMoisture,59.97,14/09/2023 03:26
READ_01192,FARM_014,SoilMoisture,61.2,11/04/2023 04:47
READ_01193,FARM_010,Temperature,56.82,19/03/2023 09:06
READ_01194,FARM_005,SoilMoisture,63.63,14/04/2023 08:42
READ_01195,FARM_006,SoilMoisture,79.83,12/04/2023 09:35
READ_01196,FARM_014,Temperature,16.24,11/01/2023 04:13
READ_01197,FARM_010,SoilMoisture,38.68,04/05/2023 03:47
READ_01198,FARM_003,SoilMoisture,51.89,09/05/2023 16:32
READ_01199,FARM_008,SoilMoisture,47.82,07/08/2023 08:20
READ_01200,FARM_014,SoilMoisture,75.35,23/03/2023 04:38
READ_01201,FARM_009,Temperature,29.13,18/03/2023 19:03
READ_01202,FARM_012,SoilMoisture,37.23,16/08/2023 20:49
READ_01203,FARM_011,SoilMoisture,17.71,08/07/2023 02:18
READ_01204,FARM_016,Temperature,58.04,04/01/2023 03:17
READ_01205,FARM_011,Temperature,66.37,26/05/2023 19:32
READ_01206,FARM_006,Temperature,10.08,14/08/2023 11:52
READ_01207,FARM_019,SoilMoisture,38.68,02/01/2023 21:00
READ_01208,FARM_008,SoilMoisture,31.79,05/02/2023 08:42
READ_01209,FARM_015,SoilMoisture,17.72,19/08/2023 05:35
READ_01210,FARM_014,SoilMoisture,48.63,04/08/2023 20:16
READ_01211,FARM_014,SoilMoisture,44.07,01/06/2023 08:13
READ_01212,FARM_008,Temperature,56.29,25/07/2023 21:29
READ_01213,FARM_016,SoilMoisture,9.48,17/07/2023 00:08
READ_01214,FARM_012,Temperature,38.38,19/02/2023 11:31
READ_01215,FARM_004,Temperature,15.98,07/07/2023 18:39
READ_01216,FARM_010,Temperature,51.42,11/02/2023 12:19
READ_01217,FARM_009,SoilMoisture,10.82,03/08/2023 02:59
READ_01218,FARM_008,SoilMoisture,48.06,28/03/2023 00:19
READ_01219,FARM_017,Temperature,6,16/09/2023 21:09
READ_01220,FARM_003,SoilMoisture,54.15,02/10/2023 20:05
READ_01221,FARM_015,SoilMoisture,50.41,08/08/2023 20:34
READ_01222,FARM_003,SoilMoisture,43.96,23/03/2023 13:07
READ_01223,FARM_002,SoilMoisture,46.98,23/07/2023 08:59
READ_01224,FARM_018,SoilMoisture,38.86,25/05/2023 10:26
READ_01225,FARM_001,SoilMoisture,64.26,05/08/2023 02:02
READ_01226,FARM_004,SoilMoisture,36.39,08/01/2023 19:29
READ_01227,FARM_003,SoilMoisture,11.95,27/05/2023 07:29
READ_01228,FARM_017,Temperature,53.35,09/08/2023 04:13
READ_01229,FARM_010,Temperature,39.33,01/04/2023 06:02
READ_01230,FARM_005,SoilMoisture,26.69,21/01/2023 17:43
READ_01231,FARM_001,Temperature,29.85,20/10/2023 17:53
READ_01232,FARM_014,Temperature,73.18,07/09/2023 09:49
READ_01233,FARM_020,SoilMoisture,66.8,06/08/2023 04:36
READ_01234,FARM_005,SoilMoisture,51.2,11/01/2023 18:57
READ_01235,FARM_007,SoilMoisture,69.82,02/10/2023 02:23
READ_01236,FARM_013,Temperature,21.62,16/08/2023 08:09
READ_01237,FARM_008,Temperature,77.36,08/04/2023 18:31
READ_01238,FARM_020,SoilMoisture,40.24,02/06/2023 16:02
READ_01239,FARM_011,Temperature,41.33,18/09/2023 06:09
READ_01240,FARM_006,SoilMoisture,69.09,18/02/2023 03:03
READ_01241,FARM_016,SoilMoisture,49.83,25/07/2023 07:40
READ_01242,FARM_009,SoilMoisture,27.69,21/04/2023 23:53
READ_01243,FARM_010,SoilMoisture,49.34,19/04/2023 05:06
READ_01244,FARM_016,Temperature,43.73,04/06/2023 13:23
READ_01245,FARM_010,SoilMoisture,31.86,05/01/2023 18:12
READ_01246,FARM_019,SoilMoisture,65.77,21/02/2023 04:41
READ_01247,FARM_020,Temperature,22.02,05/07/2023 13:29
